record_type,bank,base_currency,quote_currency,currency_pair,unit,transaction_value,amount_tier,std_transaction_value,std_amount_tier,group,effective_date,last_updated,scraped_at,tt_od_sell,tt_buy,od_buy,mid_rate
native,dbs,IDR,SGD,IDR/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0073,,,
native,dbs,IN0,SGD,IN0/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,1.3313,,
native,dbs,IN0,SGD,IN0/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,1.3313,,
native,dbs,INR,SGD,INR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.3494,,,
native,dbs,INR,SGD,INR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.3602,,,
native,dbs,JPY,SGD,JPY/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.8096,0.7935,0.79,0.80155
native,dbs,JPY,SGD,JPY/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.8104,0.7927,0.79,0.80155
native,dbs,KRW,SGD,KRW/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0916,,,
native,dbs,KRW,SGD,KRW/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0916,,,
native,dbs,KWD,SGD,KWD/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,423.8862,,,
native,dbs,KWD,SGD,KWD/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,425.548,,,
native,dbs,LKR,SGD,LKR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3919,,,
native,dbs,LKR,SGD,LKR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3918,,,
native,dbs,MM1,SGD,MM1/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,,,
native,dbs,MM1,SGD,MM1/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,,,
native,dbs,MMK,SGD,MMK/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0326,,,
native,dbs,MMK,SGD,MMK/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0326,,,
native,dbs,MUR,SGD,MUR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,2.7585,,,
native,dbs,MUR,SGD,MUR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,2.7693,,,
native,dbs,MXN,SGD,MXN/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,7.6111,,,
native,dbs,MXN,SGD,MXN/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,7.6124,,,
native,dbs,MY0,SGD,MY0/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,0.3141,,
native,dbs,MY0,SGD,MY0/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,0.3141,,
native,dbs,MYR,SGD,MYR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3181,,,
native,dbs,MYR,SGD,MYR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3181,,,
native,dbs,NOK,SGD,NOK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1376,0.1338,0.1305,0.1357
native,dbs,NOK,SGD,NOK/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.138,0.1334,0.1305,0.1357
native,dbs,NZD,SGD,NZD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.764,0.7465,0.7394,0.75525
native,dbs,NZD,SGD,NZD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.7648,0.7457,0.7394,0.75525
native,dbs,OMR,SGD,OMR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,3.3399,,,
native,dbs,OMR,SGD,OMR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,3.3399,,,
native,dbs,PH0,SGD,PH0/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,2.0675,,
native,dbs,PH0,SGD,PH0/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,2.0675,,
native,dbs,PHP,SGD,PHP/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,2.0984,,,
native,dbs,PHP,SGD,PHP/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,2.114,,,
native,dbs,PLN,SGD,PLN/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3497,,,
native,dbs,PLN,SGD,PLN/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3511,,,
native,dbs,QAR,SGD,QAR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.358,,,
native,dbs,QAR,SGD,QAR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.3594,,,
native,dbs,RUB,SGD,RUB/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,,,
native,dbs,RUB,SGD,RUB/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,,,,
native,dbs,SAR,SGD,SAR/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,34.4263,,,
native,dbs,SAR,SGD,SAR/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,34.4258,,,
native,dbs,SEK,SGD,SEK/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1364,0.1327,0.1291,0.13455
native,dbs,SEK,SGD,SEK/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.1369,0.1322,0.1291,0.13455
native,dbs,THB,SGD,THB/SGD,100,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,3.9201,3.8079,3.7288,3.864
native,dbs,THB,SGD,THB/SGD,100,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,3.9249,3.8043,3.7288,3.8646000000000003
native,dbs,TND,SGD,TND/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.4444,,,
native,dbs,TND,SGD,TND/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.4444,,,
native,dbs,TWD,SGD,TWD/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,4.0601,,,
native,dbs,TWD,SGD,TWD/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,4.0641,,,
native,dbs,USD,SGD,USD/SGD,1,SGD 50 – 200,amtBtw50And200,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.286,1.2672,1.2619,1.2766000000000002
native,dbs,USD,SGD,USD/SGD,1,SGD < 50,amtLessThan50,,,mainCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,1.2868,1.2663,1.2619,1.2765499999999999
native,dbs,VND,SGD,VND/SGD,100,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.005,,,
native,dbs,VND,SGD,VND/SGD,100,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.005,,,
native,dbs,XAU,SGD,XAU/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,5630.909,5562.814,5561.839,5596.8615
native,dbs,XAU,SGD,XAU/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,5631.179,5563.093,5562.705,5597.136
native,dbs,ZAR,SGD,ZAR/SGD,1,SGD 50 – 200,amtBtw50And200,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0798,0.0778,,0.0788
native,dbs,ZAR,SGD,ZAR/SGD,1,SGD < 50,amtLessThan50,,,otherCurrencies,2026-08-17 21:00:00,2026-08-17 13:00:13,2026-08-17T13:14:23.808732+00:00,0.0801,0.0775,,0.07880000000000001
native,ocbc,AED,SGD,AED/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,35.6525,33.6351,,34.6438
native,ocbc,AED,SGD,AED/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,35.642,33.6523,,34.6438
native,ocbc,AUD,SGD,AUD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.9259,0.8966,,0.9113
native,ocbc,AUD,SGD,AUD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.9241,0.8984,,0.9113
native,ocbc,BGN,SGD,BGN/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,BGN,SGD,BGN/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,BHD,SGD,BHD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,BHD,SGD,BHD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,CAD,SGD,CAD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.9375,0.9042,,0.9209
native,ocbc,CAD,SGD,CAD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.9357,0.9061,,0.9209
native,ocbc,CHF,SGD,CHF/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,160.3483,154.644,,157.4962
native,ocbc,CHF,SGD,CHF/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,160.0333,154.959,,157.4962
native,ocbc,CNH,SGD,CNH/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,19.2699,18.7094,,18.9897
native,ocbc,CNH,SGD,CNH/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,19.2604,18.7284,,18.9897
native,ocbc,CZK,SGD,CZK/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,CZK,SGD,CZK/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,DKK,SGD,DKK/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,20.1489,19.4339,,19.7914
native,ocbc,DKK,SGD,DKK/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,20.1093,19.4735,,19.7914
native,ocbc,EUR,SGD,EUR/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,1.4962,1.4594,,1.4778
native,ocbc,EUR,SGD,EUR/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,1.4944,1.4613,,1.4778
native,ocbc,GBP,SGD,GBP/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,1.7498,1.7066,,1.7282
native,ocbc,GBP,SGD,GBP/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,1.7479,1.7087,,1.7282
native,ocbc,HKD,SGD,HKD/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,16.4786,16.0802,,16.2794
native,ocbc,HKD,SGD,HKD/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,16.4493,16.09,,16.2794
native,ocbc,HUF,SGD,HUF/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,HUF,SGD,HUF/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,IDR,SGD,IDR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0074,0.0,,0.0074
native,ocbc,IDR,SGD,IDR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0073,0.0,,0.0074
native,ocbc,ILS,SGD,ILS/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,ILS,SGD,ILS/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,INR,SGD,INR/SGD,100,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,1.3774,0.0,,1.3774
native,ocbc,INR,SGD,INR/SGD,100,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,1.3748,0.0,,1.3774
native,ocbc,JOD,SGD,JOD/SGD,1,"SGD 0 – 39,999.99",tier_1,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
native,ocbc,JOD,SGD,JOD/SGD,1,"SGD 40,000 – 100,000",tier_2,,,fxRatesSgd,2026-08-17T07:00:13,2026-08-17T07:00:13,2026-08-17T13:14:25.391293+00:00,0.0,0.0,,0.0
